,author_id,author,n_titles,titles,filenames,wordcount,lemmata_wordcount,n_sentences,date_probs,date_avr,provenience,dikaiosyne_N,dikaiosyne_TF,dik_sents_flat,dik_sents_TF,dik_sents_TFIDF,dik_sents_TFIDF_10
175,tlg1622,Polycarp,1,['Epistula ad Philippenses'],['tlg1622.tlg001.1st1K-grc1.xml'],1804,951,212,"{'0.5': 0.5, '1.5': 0.5}",1.0,christian,8,0.004434589800443459,"['μακάριος', 'πτωχός', 'διώκω', 'εἰμί', 'βασιλεία', 'θεάομαι', 'οὗτος', 'ἀδελφός', 'ἐπιτρέπω', 'γράφω', 'προεπεκαλέσασθέ', 'τὶς', 'οὗτος', 'εἰμί', 'πληρόω', 'ἐντολή', 'οἶδα', 'οὐδείς', 'εἰσφέρω', 'κόσμος', 'ἐκφέρω', 'ἔχω', 'ὁπλίζω', 'ὅπλον', 'διδάσκω', 'πρῶτος', 'πορεύομαι', 'ἐντολή', 'κύριος', 'διάκονος', 'ἄμεμπτος', 'θεός', 'προσκαρτερῶμεν', 'ἐλπίς', 'ἀρραβών', 'παρακαλέω', 'πᾶς', 'πειθαρχέω', 'λόγος', 'πᾶς', 'κενός', 'τρέχω', 'πίστις']","[('εἰμί', 0.04651), ('οὗτος', 0.04651), ('ἐντολή', 0.04651), ('πᾶς', 0.04651), ('μακάριος', 0.02326), ('πτωχός', 0.02326), ('διώκω', 0.02326), ('βασιλεία', 0.02326), ('θεάομαι', 0.02326), ('ἀδελφός', 0.02326), ('ἐπιτρέπω', 0.02326), ('γράφω', 0.02326), ('προεπεκαλέσασθέ', 0.02326), ('τὶς', 0.02326), ('πληρόω', 0.02326), ('οἶδα', 0.02326), ('οὐδείς', 0.02326), ('εἰσφέρω', 0.02326), ('κόσμος', 0.02326), ('ἐκφέρω', 0.02326), ('ἔχω', 0.02326), ('ὁπλίζω', 0.02326), ('ὅπλον', 0.02326), ('διδάσκω', 0.02326), ('πρῶτος', 0.02326), ('πορεύομαι', 0.02326), ('κύριος', 0.02326), ('διάκονος', 0.02326), ('ἄμεμπτος', 0.02326), ('θεός', 0.02326), ('προσκαρτερῶμεν', 0.02326), ('ἐλπίς', 0.02326), ('ἀρραβών', 0.02326), ('παρακαλέω', 0.02326), ('πειθαρχέω', 0.02326), ('λόγος', 0.02326), ('κενός', 0.02326), ('τρέχω', 0.02326), ('πίστις', 0.02326)]","[('οὗτος', 0.19805), ('ἐντολή', 0.18466), ('πτωχός', 0.12457), ('διώκω', 0.12457), ('θεάομαι', 0.12457), ('ἀδελφός', 0.12457), ('ἐπιτρέπω', 0.12457), ('προεπεκαλέσασθέ', 0.12457), ('τὶς', 0.12457), ('πληρόω', 0.12457), ('ἐκφέρω', 0.12457), ('ὁπλίζω', 0.12457), ('ὅπλον', 0.12457), ('πρῶτος', 0.12457), ('προσκαρτερῶμεν', 0.12457), ('ἀρραβών', 0.12457), ('παρακαλέω', 0.12457), ('πειθαρχέω', 0.12457), ('τρέχω', 0.12457), ('εἰμί', 0.12019), ('πᾶς', 0.12019), ('βασιλεία', 0.10845), ('οὐδείς', 0.10845), ('εἰσφέρω', 0.10845), ('κόσμος', 0.10845), ('πορεύομαι', 0.10845), ('ἄμεμπτος', 0.10845), ('ἐλπίς', 0.10845), ('μακάριος', 0.09902), ('γράφω', 0.09902), ('ἔχω', 0.09902), ('διδάσκω', 0.09902), ('κενός', 0.09902), ('οἶδα', 0.09233), ('διάκονος', 0.09233), ('λόγος', 0.09233), ('πίστις', 0.0829), ('κύριος', 0.06159), ('θεός', 0.05735)]","οὗτος, ἐντολή, πτωχός, διώκω, θεάομαι, ἀδελφός, ἐπιτρέπω, προεπεκαλέσασθέ, τὶς, πληρόω"
35,tlg0031paul,Paul of Tarsus,7,"['Romans', '1 Corinthians', '2 Corinthians', 'Galatians', 'Philippians', '1 Thessalonians', 'Philemon']","['tlg0031.tlg006.perseus-grc2.xml', 'tlg0031.tlg007.perseus-grc2.xml', 'tlg0031.tlg008.perseus-grc2.xml', 'tlg0031.tlg009.perseus-grc2.xml', 'tlg0031.tlg011.perseus-grc2.xml', 'tlg0031.tlg013.perseus-grc2.xml', 'tlg0031.tlg018.perseus-grc2.xml']",24066,11089,1632,{'0.5': 1},0.5,christian,49,0.002036067481093659,"['θεός', 'ἀποκαλύπτω', 'πίστις', 'πίστις', 'γράφω', 'δίκαιος', 'πίστις', 'ζῶ', 'ἀδικία', 'θεός', 'συνίστημι', 'λέγω', 'νόμος', 'θεός', 'φανερόω', 'μαρτυρέω', 'νόμος', 'προφήτης', 'θεός', 'πίστις', 'Ἰησοῦς', 'Χριστός', 'πᾶς', 'πιστεύω', 'εἰμί', 'διαστολή', 'προτίθημι', 'θεός', 'ἱλαστήριος', 'πίστις', 'αἷμα', 'ἔνδειξις', 'πάρεσις', 'προγίγνομαι', 'ἁμάρτημα', 'ἀνοχή', 'θεός', 'ἔνδειξις', 'καιρός', 'εἰμί', 'δίκαιος', 'δικαιόω', 'πίστις', 'Ἰησοῦς', 'πιστεύω', 'Ἀβραάμ', 'θεός', 'λογίζομαι', 'ἐργάζομαι', 'πιστεύω', 'δικαιόω', 'ἀσεβής', 'λογίζομαι', 'πίστις', 'Δαυίδ', 'λέγω', 'μακαρισμός', 'ἄνθρωπος', 'θεός', 'λογίζομαι', 'ἔργον', 'μακάριος', 'ἀφίημι', 'ἀνομία', 'ἐπεκα', 'λύφθησαν', 'ἁμαρτία', 'μακάριος', 'ἀνήρ', 'λογίζομαι', 'κύριος', 'ἁμαρ', 'τίαν', 'λέγω', 'λογίζομαι', 'Ἀβραάμ', 'πίστις', 'σημεῖον', 'λαμβάνω', 'περιτομή', 'σφραγίς', 'πίστις', 'ἀκροβυστία', 'πατήρ', 'πιστεύω', 'ἀκροβυστία', 'λογίζομαι', 'πατήρ', 'περιτομή', 'περιτομή', 'μόνος', 'στοιχέω', 'ἴχνος', 'ἀκροβυστία', 'πίστις', 'πατήρ', 'Ἀβραάμ', 'νόμος', 'ἐπαγγελία', 'Ἀβραάμ', 'σπέρμα', 'κληρονόμος', 'αὐτός', 'εἰμί', 'κόσμος', 'πίστις', 'λογίζομαι', 'παράπτωμα', 'θάνατος', 'βασιλεύω', 'ἕνος', 'πολύς', 'περισσεία', 'χάρις', 'δωρεά', 'λαμβάνω', 'ζωή', 'βασιλεύω', 'Ἰησοῦς', 'Χριστός', 'πλεονάζω', 'ἁμαρτία', 'ὑπερπερισσεύω', 'χάρις', 'βασιλεύω', 'ἁμαρτία', 'θάνατος', 'χάρις', 'βασιλεύω', 'ζωή', 'αἰώνιος', 'Ἰησοῦς', 'Χριστός', 'κύριος', 'βασιλεύω', 'ἁμαρτία', 'θνητός', 'σῶμα', 'ὑπακούω', 'ἐπιθυμία', 'παρίστημι', 'μέλος', 'ὅπλον', 'ἀδικία', 'ἁμαρτία', 'παρίστημι', 'θεός', 'νεκρός', 'ζῶ', 'μέλος', 'ὅπλον', 'θεός', 'οἶδα', 'παρίστημι', 'δοῦλος', 'ὑπακοή', 'δοῦλος', 'εἰμί', 'ὑπακούω', 'ἁμαρτία', 'θάνατος', 'ὑπακοή', 'χάρις', 'θεός', 'δοῦλος', 'ἁμαρτία', 'ὑπακούω', 'καρδία', 'παραδίδωμι', 'τύπος', 'διδαχή', 'ἐλευθερόω', 'ἁμαρτία', 'δουλόω', 'παρίστημι', 'μέλος', 'δοῦλος', 'ἀκαθαρσία', 'ἀνομία', 'ἀνομία', 'παρίστημι', 'μέλος', 'δοῦλος', 'ἁγιασμός', 'δοῦλος', 'εἰμί', 'ἁμαρτία', 'ἐλεύθερος', 'εἰμί', 'Χριστός', 'σῶμα', 'νεκρός', 'ἁμαρτία', 'πνεῦμα', 'ζωή', 'ἔθνος', 'διώκω', 'καταλαμβάνω', 'πίστις', 'Ἰσραήλ', 'διώκω', 'νόμος', 'νόμος', 'φθάνω', 'ἐπίγνωσις', 'ἀγνοέω', 'θεός', 'ἴδιος', 'ζητέω', 'ἵστημι', 'θεός', 'ὑποτάσσω', 'τέλος', 'νόμος', 'Χριστός', 'πᾶς', 'πιστεύω', 'μωυσῆς', 'γράφω', 'νόμος', 'ποιέω', 'ἄνθρωπος', 'ζῶ', 'πίστις', 'λέγω', 'λέγω', 'καρδία', 'ἀναβαίνω', 'οὐρανός', 'καρδία', 'πιστεύω', 'στόμα', 'ὁμολογέω', 'σωτηρία', 'βασιλεία', 'θεός', 'βρῶσις', 'πόσις', 'εἰρήνη', 'χαρά', 'πνεῦμα', 'ἅγιος', 'Χριστός', 'Ἰησοῦς', 'γίγνομαι', 'σοφία', 'θεός', 'ἁγιασμός', 'ἀπολύτρωσις', 'γράφω', 'καυχάομαι', 'κύριος', 'καυχάομαι', 'διακονία', 'κατάκρισις', 'δόξα', 'πολύς', 'περισσεύω', 'διακονία', 'δοκέω', 'γιγνώσκω', 'ἁμαρτία', 'ἁμαρτία', 'ποιέω', 'γίγνομαι', 'θεός', 'ὅπλον', 'δεξιός', 'ἀριστερός', 'δόξα', 'ἀτιμία', 'δυσφημία', 'εὐφημία', 'μετοχή', 'ἀνομία', 'κοινωνία', 'φῶς', 'σκότος', 'γράφω', 'σκορπίζω', 'δίδωμι', 'πένης', 'μένω', 'αἰών', 'ἐπιχορηγέω', 'σπέρμα', 'σπείρω', 'ἄρτος', 'βρῶσις', 'χορηγέω', 'πληθύνω', 'σπόρος', 'αὐξάνω', 'γένημα', 'μέγας', 'διάκονος', 'μετασχηματίζω', 'διάκονος', 'τέλος', 'ἔργον', 'νόμος', 'Χριστός', 'ἀποθνῄσκω', 'Ἀβραάμ', 'πιστεύω', 'θεός', 'λογίζομαι', 'δίδωμι', 'νόμος', 'δύναμαι', 'ζωοποιέω', 'νόμος', 'εἰμί', 'πνεῦμα', 'πίστις', 'ἐλπίς', 'ἀπεκδέχομαι', 'οὗτος', 'προσεύχομαι', 'ἀγάπη', 'περισσεύω', 'ἐπίγνωσις', 'αἴσθησις', 'δοκιμάζω', 'διαφέρω', 'εἰμί', 'εἰλικρινής', 'ἀπρόσκοπος', 'ἡμέρα', 'Χριστός', 'πληρόω', 'καρπός', 'Ἰησοῦς', 'Χριστός', 'δόξα', 'ἔπαινος', 'θεάομαι', 'περιτομή', 'ὀκταήμερος', 'γένος', 'Ἰσραήλ', 'φυλή', 'Βενιαμ(ε)ίν', 'ἐβραῖος', 'ἐβραίων', 'νόμος', 'Φαρισαῖος', 'ζῆλος', 'διώκω', 'ἐκκλησία', 'νόμος', 'γίγνομαι', 'ἄμεμπτος', 'ἡγέομαι', 'πᾶς', 'ζημία', 'ὑπερέχω', 'γνῶσις', 'Χριστός', 'Ἰησοῦς', 'κύριος', 'πᾶς', 'ζημιόω', 'ἡγέομαι', 'σκύβαλον', 'Χριστός', 'κερδαίνω', 'εὑρίσκω', 'ἔχω', 'ἐμός', 'νόμος', 'πίστις', 'Χριστός', 'θεός', 'πίστις', 'γιγνώσκω', 'δύναμις', 'ἀνάστασις', 'κοινωνία', 'πάθημα', 'συμμορφιζόμενος', 'θάνατος', 'καταντάω', 'ἐξανάστασις', 'νεκρός']","[('θεός', 0.04675), ('πίστις', 0.04156), ('νόμος', 0.03377), ('Χριστός', 0.03117), ('ἁμαρτία', 0.03117), ('εἰμί', 0.02078), ('λογίζομαι', 0.02078), ('Ἰησοῦς', 0.01818), ('πιστεύω', 0.01818), ('δοῦλος', 0.01558), ('λέγω', 0.01299), ('Ἀβραάμ', 0.01299), ('βασιλεύω', 0.01299), ('παρίστημι', 0.01299), ('γράφω', 0.01039), ('πᾶς', 0.01039), ('ἀνομία', 0.01039), ('κύριος', 0.01039), ('περιτομή', 0.01039), ('θάνατος', 0.01039), ('χάρις', 0.01039), ('μέλος', 0.01039), ('ζῶ', 0.00779), ('ἀκροβυστία', 0.00779), ('πατήρ', 0.00779), ('ζωή', 0.00779), ('ὑπακούω', 0.00779), ('ὅπλον', 0.00779), ('νεκρός', 0.00779), ('καρδία', 0.00779), ('πνεῦμα', 0.00779), ('διώκω', 0.00779), ('γίγνομαι', 0.00779), ('δόξα', 0.00779), ('δίκαιος', 0.00519), ('ἀδικία', 0.00519), ('ἔνδειξις', 0.00519), ('δικαιόω', 0.00519), ('ἄνθρωπος', 0.00519), ('ἔργον', 0.00519), ('μακάριος', 0.00519), ('λαμβάνω', 0.00519), ('σπέρμα', 0.00519), ('πολύς', 0.00519), ('σῶμα', 0.00519), ('ὑπακοή', 0.00519), ('ἁγιασμός', 0.00519), ('Ἰσραήλ', 0.00519), ('ἐπίγνωσις', 0.00519), ('τέλος', 0.00519), ('ποιέω', 0.00519), ('βρῶσις', 0.00519), ('καυχάομαι', 0.00519), ('διακονία', 0.00519), ('περισσεύω', 0.00519), ('γιγνώσκω', 0.00519), ('κοινωνία', 0.00519), ('δίδωμι', 0.00519), ('διάκονος', 0.00519), ('ἡγέομαι', 0.00519), ('ἀποκαλύπτω', 0.0026), ('συνίστημι', 0.0026), ('φανερόω', 0.0026), ('μαρτυρέω', 0.0026), ('προφήτης', 0.0026), ('διαστολή', 0.0026), ('προτίθημι', 0.0026), ('ἱλαστήριος', 0.0026), ('αἷμα', 0.0026), ('πάρεσις', 0.0026), ('προγίγνομαι', 0.0026), ('ἁμάρτημα', 0.0026), ('ἀνοχή', 0.0026), ('καιρός', 0.0026), ('ἐργάζομαι', 0.0026), ('ἀσεβής', 0.0026), ('Δαυίδ', 0.0026), ('μακαρισμός', 0.0026), ('ἀφίημι', 0.0026), ('ἐπεκα', 0.0026), ('λύφθησαν', 0.0026), ('ἀνήρ', 0.0026), ('ἁμαρ', 0.0026), ('τίαν', 0.0026), ('σημεῖον', 0.0026), ('σφραγίς', 0.0026), ('μόνος', 0.0026), ('στοιχέω', 0.0026), ('ἴχνος', 0.0026), ('ἐπαγγελία', 0.0026), ('κληρονόμος', 0.0026), ('αὐτός', 0.0026), ('κόσμος', 0.0026), ('παράπτωμα', 0.0026), ('ἕνος', 0.0026), ('περισσεία', 0.0026), ('δωρεά', 0.0026), ('πλεονάζω', 0.0026), ('ὑπερπερισσεύω', 0.0026), ('αἰώνιος', 0.0026), ('θνητός', 0.0026), ('ἐπιθυμία', 0.0026), ('οἶδα', 0.0026), ('παραδίδωμι', 0.0026), ('τύπος', 0.0026), ('διδαχή', 0.0026), ('ἐλευθερόω', 0.0026), ('δουλόω', 0.0026), ('ἀκαθαρσία', 0.0026), ('ἐλεύθερος', 0.0026), ('ἔθνος', 0.0026), ('καταλαμβάνω', 0.0026), ('φθάνω', 0.0026), ('ἀγνοέω', 0.0026), ('ἴδιος', 0.0026), ('ζητέω', 0.0026), ('ἵστημι', 0.0026), ('ὑποτάσσω', 0.0026), ('μωυσῆς', 0.0026), ('ἀναβαίνω', 0.0026), ('οὐρανός', 0.0026), ('στόμα', 0.0026), ('ὁμολογέω', 0.0026), ('σωτηρία', 0.0026), ('βασιλεία', 0.0026), ('πόσις', 0.0026), ('εἰρήνη', 0.0026), ('χαρά', 0.0026), ('ἅγιος', 0.0026), ('σοφία', 0.0026), ('ἀπολύτρωσις', 0.0026), ('κατάκρισις', 0.0026), ('δοκέω', 0.0026), ('δεξιός', 0.0026), ('ἀριστερός', 0.0026), ('ἀτιμία', 0.0026), ('δυσφημία', 0.0026), ('εὐφημία', 0.0026), ('μετοχή', 0.0026), ('φῶς', 0.0026), ('σκότος', 0.0026), ('σκορπίζω', 0.0026), ('πένης', 0.0026), ('μένω', 0.0026), ('αἰών', 0.0026), ('ἐπιχορηγέω', 0.0026), ('σπείρω', 0.0026), ('ἄρτος', 0.0026), ('χορηγέω', 0.0026), ('πληθύνω', 0.0026), ('σπόρος', 0.0026), ('αὐξάνω', 0.0026), ('γένημα', 0.0026), ('μέγας', 0.0026), ('μετασχηματίζω', 0.0026), ('ἀποθνῄσκω', 0.0026), ('δύναμαι', 0.0026), ('ζωοποιέω', 0.0026), ('ἐλπίς', 0.0026), ('ἀπεκδέχομαι', 0.0026), ('οὗτος', 0.0026), ('προσεύχομαι', 0.0026), ('ἀγάπη', 0.0026), ('αἴσθησις', 0.0026), ('δοκιμάζω', 0.0026), ('διαφέρω', 0.0026), ('εἰλικρινής', 0.0026), ('ἀπρόσκοπος', 0.0026), ('ἡμέρα', 0.0026), ('πληρόω', 0.0026), ('καρπός', 0.0026), ('ἔπαινος', 0.0026), ('θεάομαι', 0.0026), ('ὀκταήμερος', 0.0026), ('γένος', 0.0026), ('φυλή', 0.0026), ('Βενιαμ(ε)ίν', 0.0026), ('ἐβραῖος', 0.0026), ('ἐβραίων', 0.0026), ('Φαρισαῖος', 0.0026), ('ζῆλος', 0.0026), ('ἐκκλησία', 0.0026), ('ἄμεμπτος', 0.0026), ('ζημία', 0.0026), ('ὑπερέχω', 0.0026), ('γνῶσις', 0.0026), ('ζημιόω', 0.0026), ('σκύβαλον', 0.0026), ('κερδαίνω', 0.0026), ('εὑρίσκω', 0.0026), ('ἔχω', 0.0026), ('ἐμός', 0.0026), ('δύναμις', 0.0026), ('ἀνάστασις', 0.0026), ('πάθημα', 0.0026), ('συμμορφιζόμενος', 0.0026), ('καταντάω', 0.0026), ('ἐξανάστασις', 0.0026)]","[('πίστις', 0.12745), ('ἁμαρτία', 0.11192), ('νόμος', 0.10058), ('λογίζομαι', 0.08375), ('θεός', 0.07488), ('βασιλεύω', 0.0708), ('δοῦλος', 0.07024), ('παρίστημι', 0.06754), ('πιστεύω', 0.06743), ('Χριστός', 0.06654), ('ἀνομία', 0.06544), ('Ἀβραάμ', 0.05783), ('μέλος', 0.04742), ('Ἰησοῦς', 0.04686), ('ὅπλον', 0.04684), ('περιτομή', 0.04523), ('ὑπακούω', 0.0451), ('εἰμί', 0.03932), ('θάνατος', 0.03802), ('ἀκροβυστία', 0.03766), ('διώκω', 0.03512), ('λέγω', 0.03503), ('χάρις', 0.03449), ('γράφω', 0.03432), ('ἔνδειξις', 0.03272), ('μακάριος', 0.03272), ('βρῶσις', 0.03272), ('ζωή', 0.03256), ('νεκρός', 0.0304), ('ἁγιασμός', 0.03007), ('ἐπίγνωσις', 0.03007), ('πατήρ', 0.02972), ('καρδία', 0.02972), ('ζῶ', 0.02951), ('ἡγέομαι', 0.02832), ('δόξα', 0.02764), ('ἀδικία', 0.02763), ('ὑπακοή', 0.02701), ('δίκαιος', 0.02647), ('τέλος', 0.02552), ('διάκονος', 0.02552), ('Ἰσραήλ', 0.0251), ('κοινωνία', 0.0251), ('διακονία', 0.02472), ('σπέρμα', 0.02436), ('κύριος', 0.024), ('πᾶς', 0.02308), ('περισσεύω', 0.02261), ('δικαιόω', 0.02214), ('πνεῦμα', 0.02168), ('λαμβάνω', 0.02112), ('καυχάομαι', 0.02112), ('γίγνομαι', 0.02102), ('ἔργον', 0.01967), ('γιγνώσκω', 0.01953), ('ἱλαστήριος', 0.01921), ('πάρεσις', 0.01921), ('προγίγνομαι', 0.01921), ('ἐπεκα', 0.01921), ('λύφθησαν', 0.01921), ('ἁμαρ', 0.01921), ('τίαν', 0.01921), ('πόσις', 0.01921), ('ἀριστερός', 0.01921), ('δυσφημία', 0.01921), ('εὐφημία', 0.01921), ('μετοχή', 0.01921), ('σκορπίζω', 0.01921), ('πένης', 0.01921), ('χορηγέω', 0.01921), ('πληθύνω', 0.01921), ('σπόρος', 0.01921), ('γένημα', 0.01921), ('αἴσθησις', 0.01921), ('εἰλικρινής', 0.01921), ('ὀκταήμερος', 0.01921), ('ἐβραῖος', 0.01921), ('ἐβραίων', 0.01921), ('Φαρισαῖος', 0.01921), ('σκύβαλον', 0.01921), ('συμμορφιζόμενος', 0.01921), ('ἐξανάστασις', 0.01921), ('δίδωμι', 0.01889), ('σῶμα', 0.01743), ('προτίθημι', 0.01741), ('ἁμάρτημα', 0.01741), ('ἀνοχή', 0.01741), ('ἀσεβής', 0.01741), ('σφραγίς', 0.01741), ('ἴχνος', 0.01741), ('ἕνος', 0.01741), ('δωρεά', 0.01741), ('ὑπερπερισσεύω', 0.01741), ('ὁμολογέω', 0.01741), ('κατάκρισις', 0.01741), ('ἐπιχορηγέω', 0.01741), ('ἀπρόσκοπος', 0.01741), ('φυλή', 0.01741), ('Βενιαμ(ε)ίν', 0.01741), ('ζημία', 0.01741), ('ποιέω', 0.01734), ('πολύς', 0.01666), ('διαστολή', 0.01636), ('Δαυίδ', 0.01636), ('μακαρισμός', 0.01636), ('περισσεία', 0.01636), ('ἀπολύτρωσις', 0.01636), ('δεξιός', 0.01636), ('ἄμεμπτος', 0.01636), ('ζημιόω', 0.01636), ('καταντάω', 0.01636), ('ἄνθρωπος', 0.01573), ('στοιχέω', 0.01561), ('διδαχή', 0.01561), ('μωυσῆς', 0.01561), ('ἀναβαίνω', 0.01561), ('αὐξάνω', 0.01561), ('ὑπερέχω', 0.01561), ('μαρτυρέω', 0.01503), ('ἀφίημι', 0.01503), ('σημεῖον', 0.01503), ('τύπος', 0.01503), ('ἐλευθερόω', 0.01503), ('δουλόω', 0.01503), ('καταλαμβάνω', 0.01503), ('φθάνω', 0.01503), ('μετασχηματίζω', 0.01503), ('διαφέρω', 0.01503), ('θνητός', 0.01456), ('ἀκαθαρσία', 0.01456), ('ἀτιμία', 0.01456), ('φῶς', 0.01456), ('ζωοποιέω', 0.01456), ('ἀπεκδέχομαι', 0.01456), ('ἔπαινος', 0.01456), ('γένος', 0.01456), ('κερδαίνω', 0.01456), ('κληρονόμος', 0.01416), ('πλεονάζω', 0.01416), ('σκότος', 0.01416), ('ἄρτος', 0.01416), ('ἀνάστασις', 0.01416), ('πάθημα', 0.01416), ('αἷμα', 0.01381), ('στόμα', 0.01381), ('βασιλεία', 0.01381), ('μέγας', 0.01381), ('ἀποκαλύπτω', 0.01351), ('προφήτης', 0.01351), ('αἰώνιος', 0.01351), ('ἐπιθυμία', 0.01351), ('καρπός', 0.01351), ('συνίστημι', 0.01323), ('ἵστημι', 0.01323), ('προσεύχομαι', 0.01323), ('ζῆλος', 0.01323), ('παράπτωμα', 0.01299), ('οὐρανός', 0.01299), ('σπείρω', 0.01299), ('ἐργάζομαι', 0.01276), ('ὑποτάσσω', 0.01276), ('πληρόω', 0.01276), ('φανερόω', 0.01255), ('μένω', 0.01255), ('εὑρίσκω', 0.01255), ('παραδίδωμι', 0.01236), ('ἐλεύθερος', 0.01236), ('ἀγνοέω', 0.01236), ('σωτηρία', 0.01236), ('δοκιμάζω', 0.01236), ('σοφία', 0.01201), ('καιρός', 0.01186), ('αἰών', 0.01186), ('ζητέω', 0.01171), ('δοκέω', 0.01171), ('ἐλπίς', 0.01157), ('ἐπαγγελία', 0.01143), ('χαρά', 0.01143), ('γνῶσις', 0.01143), ('ἐμός', 0.01143), ('ἴδιος', 0.01096), ('εἰρήνη', 0.01075), ('δύναμαι', 0.01075), ('ἀνήρ', 0.01029), ('ἀποθνῄσκω', 0.01029), ('ἡμέρα', 0.01029), ('θεάομαι', 0.01021), ('δύναμις', 0.01021), ('κόσμος', 0.01013), ('μόνος', 0.00977), ('ἐκκλησία', 0.00963), ('ἔθνος', 0.00951), ('ἀγάπη', 0.00939), ('ἅγιος', 0.00911), ('οἶδα', 0.00818), ('αὐτός', 0.00814), ('ἔχω', 0.00713), ('οὗτος', 0.00701)]","πίστις, ἁμαρτία, νόμος, λογίζομαι, θεός, βασιλεύω, δοῦλος, παρίστημι, πιστεύω, Χριστός"
